COUNTRY,Counts,dist_to_country_min,dist_to_country_max,dist_spread,variance,avg_pairwise,maxmin_pairwise,std_pairwise,median_pairwise,trans_avg_pairwise,trans_maxmin_pairwise,trans_quantile_pairwise,trans_std_pairwise,trans_median_pairwise,top5_cum_variance,num_cluster,cluster_ratio,GDP per person employed (constant 2005-2023 PPP $),eco_feature1,Sigmoid GDP per person employed (constant 2005-2023 PPP $),personality_index,Color_Flag,Annotation
Mauritius,133,0.0037735804631787,0.1167566667520039,0.1129830862888251,60.2529767112444,0.0420127773422923,0.2483089779104722,0.024593068304163,0.0362247919865894,0.3019076503411605,4.0047389012616055,1.7487118177985663,0.5306322138027875,0.3013853297489473,0.7229966185166992,5.0,2.335161317136921,49207.09751,10.8037931504095,1.0,0.3013853297489473,No,
Armenia,126,0.0,0.8415584390164058,0.8415584390164058,91.70108815426998,0.0657889189623774,0.9299460603396846,0.1194347854088757,0.0386184592202155,0.3143170139844437,9.839665350303218,2.225669915116578,0.7823295003898499,0.3073117233697319,0.816779966793589,4.0,2.2140733247362703,31348.99826,10.352937592121519,1.0,0.3073117233697319,No,
Belarus,125,0.0051071731050131,0.4174690520717766,0.4123618789667634,67.8777974260733,0.051800395724354,0.5449509783526164,0.0667847325062301,0.0362596678561886,0.3065247438577813,5.216698094521647,1.8772421248794595,0.6572297805895878,0.3014727637490827,0.732311934066894,5.0,2.2840942920587146,48287.11087,10.784919948334766,1.0,0.3014727637490827,No,
Uruguay,125,0.0040105139139925,0.0817993302212801,0.0777888163072876,54.191407563025216,0.0412132839713318,0.165976329031067,0.0233629020531983,0.0350929518266619,0.3002019661615827,3.3643981485974512,1.7696057283238915,0.5314965048872757,0.2985292979398276,0.6785464033700744,4.0,2.2191277364349613,57256.46482,10.955295837661295,1.0,0.2985292979398276,No,
Ethiopia,125,0.0030144159077239,0.138016562754089,0.135002146846365,56.45302127083051,0.0402135564735541,0.2251344646033659,0.0269215095531015,0.0334601883055087,0.2955872182720218,7.199077450194417,1.854359463391213,0.5705329187476499,0.2943428231571506,0.7066125302759193,4.0,2.159168920571506,4130.764632,8.32621780973871,1.0,0.2943428231571506,No,
Moldova,121,0.0027126675419562,0.0893111299300776,0.0865984623881214,51.21123938030984,0.0403983339122624,0.1948228830538896,0.0249104490885806,0.0344574801517701,0.2953914406213807,4.480408542635181,2.0187298827368867,0.6037651891307652,0.2969095347188226,0.7254931904683131,4.0,2.4913942160336293,22157.02938,10.005910078626183,1.0,0.2969095347188226,No,
Barbados,120,0.0,0.0569511414496836,0.0569511414496836,64.31379608441392,0.0434736103713909,0.1531033398173856,0.0221470243890348,0.0388535334370708,0.3067318841610634,3.614591573909549,1.650963838590902,0.5064278693462549,0.3078859200438303,0.7366200382102163,3.0,2.071647051992319,35477.81344,10.476662806565022,1.0,0.3078859200438303,No,
Cabo Verde,119,0.0032929988078977,0.1468090538229978,0.1435160550151,69.8589970501475,0.045212154263373,0.2635209217317769,0.0292841827298618,0.0382883586254714,0.305375767677307,4.280853713666635,1.9850639590631016,0.6024017661666954,0.3065031338782335,0.7824376615504939,3.0,2.1099539963480067,19749.67633,9.890892381840548,1.0,0.3065031338782335,No,
El Salvador,113,0.0042957726432909,0.0743449966803867,0.0700492240370957,49.10745364517488,0.0374456705614575,0.1646024157746772,0.0202414376614168,0.0328915445339947,0.2926730021231965,3.732612874093641,1.7134908010759946,0.516161032811091,0.2928652467360998,0.682291554958472,7.0,2.7475274417705973,23526.68206,10.065890462853938,1.0,0.2928652467360998,No,
Kazakhstan,113,0.0,0.0650381867444506,0.0650381867444506,56.94245413637935,0.0392017249785286,0.1484835831311709,0.0219094159019206,0.0335817985990789,0.2951261731273995,3.9650816404620697,1.8134764394307517,0.5551158653790408,0.2946574710590497,0.7201934132801577,5.0,2.449960545770601,62345.93359,11.04045372989552,1.0,0.2946574710590497,No,
